"","occasion","date","tag","species","section","length","weight","recap","mortality","fin_recap","f_occasion","w"
"758",5,"11/14/2021","ID900.226001697588","creek_chub",35,108,12.6,"n","n","n","occ5",1
"759",5,"11/14/2021","ID900.226001697522","creek_chub",35,109,12.5,"n","n","n","occ5",1
"760",5,"11/14/2021","ID900.226001697545","creek_chub",35,72,4.3,"n","n","n","occ5",0.630578796771352
"761",5,"11/14/2021","ID900.226001697532","creek_chub",39,62,2.6,"n","n","n","occ5",0.966672983585275
"762",5,"11/14/2021","ID900.226001697558","creek_chub",39,72,3.7,"n","n","n","occ5",1
"763",5,"11/14/2021","ID900.226001697478","creek_chub",41,120,16.1,"y","n","n","occ5",1
"764",5,"11/14/2021","ID900.226001697547","creek_chub",41,63,2.5,"n","n","n","occ5",1
"765",5,"11/14/2021","ID900.226001697526","creek_chub",42,106,12.1,"n","n","n","occ5",1
"766",5,"11/14/2021","ID900.226001697595","creek_chub",42,106,11.1,"n","n","n","occ5",1
"767",5,"11/14/2021","ID900.226001697599","creek_chub",42,67,2.6,"n","n","n","occ5",0.648674385114556
"768",5,"11/14/2021","ID900.226001697587","creek_chub",42,104,10.4,"n","n","n","occ5",1
"769",5,"11/14/2021","ID900.226001697561","creek_chub",42,103,11.1,"n","n","n","occ5",1
"770",5,"11/14/2021","ID900.226001697553","creek_chub",42,74,4,"n","n","n","occ5",1
"771",5,"11/14/2021","ID900.226001697576","creek_chub",42,68,3.1,"n","n","n","occ5",1
"772",5,"11/14/2021","ID900.226001697578","creek_chub",43,66,2.7,"n","n","n","occ5",1
"773",5,"11/14/2021","ID900.226001697597","creek_chub",43,63,2.4,"n","n","n","occ5",1
"774",6,"02/12/2022","ID900.226001698925","creek_chub",1,69,3.5,"y","n","n","occ6",1
"775",6,"02/12/2022","ID900.226001697541","creek_chub",3,74,5.1,"n","n","n","occ6",0.428525259707448
"776",6,"02/12/2022","ID900.226001697591","creek_chub",5,146,31.5,"n","n","n","occ6",1
"777",6,"02/12/2022","ID900.226001697537","creek_chub",5,77,4.9,"n","n","n","occ6",1
"778",6,"02/12/2022","ID900.226001698239","creek_chub",5,65,2.7,"n","n","n","occ6",1
"779",6,"02/12/2022","ID900.226001697551","creek_chub",5,63,2.8,"n","n","n","occ6",0.907263329202343
"780",6,"02/12/2022","ID900.226001697523","creek_chub",5,64,2.4,"n","n","n","occ6",0.899615423590283
"781",6,"02/12/2022","ID900.226001698211","creek_chub",11,126,21.9,"n","n","n","occ6",1
"782",6,"02/12/2022","ID900.226001698242","creek_chub",13,67,3.1,"n","n","n","occ6",1
"783",6,"02/12/2022","ID900.226001698264","creek_chub",14,88,7.8,"n","n","n","occ6",0.807419314779026
"784",6,"02/12/2022","ID900.226001698250","creek_chub",14,63,2.6,"n","n","n","occ6",1
"785",6,"02/12/2022","ID900.226001698992","creek_chub",15,101,9.7,"y","n","n","occ6",1
"786",6,"02/12/2022","ID900.226001697448","creek_chub",20,63,2.4,"y","n","n","occ6",1
"787",6,"02/12/2022","ID900.226001698217","creek_chub",20,67,2.9,"n","n","n","occ6",1
"788",6,"02/12/2022","ID900.226001698200","creek_chub",20,60,2.1,"n","n","n","occ6",1
"789",6,"02/12/2022","ID900.226001698256","creek_chub",20,61,2.5,"n","n","n","occ6",1
"790",6,"02/12/2022","ID900.226001698257","creek_chub",20,100,10,"n","n","n","occ6",1
"791",6,"02/12/2022","ID900.226001698249","creek_chub",20,61,1.9,"n","n","n","occ6",0.480941483981706
"792",6,"02/12/2022","ID900.226001698224","creek_chub",20,66,2.9,"n","n","n","occ6",1
"793",6,"02/12/2022","ID900.226001698232","creek_chub",20,67,3,"n","n","n","occ6",1
"794",6,"02/12/2022","ID900.226001697486","creek_chub",21,67,3,"y","n","n","occ6",1
"795",6,"02/12/2022","ID900.226001698291","creek_chub",21,61,1.8,"n","n","n","occ6",0.374214544131253
"796",6,"02/12/2022","ID900.226001697475","creek_chub",22,74,4.1,"y","n","n","occ6",1
"797",6,"02/12/2022","ID900.226001698221","creek_chub",22,115,14.5,"n","n","n","occ6",1
"798",6,"02/12/2022","ID900.226001697493","creek_chub",23,64,2.4,"y","n","n","occ6",0.899615423590283
"799",6,"02/12/2022","ID900.226001697455","creek_chub",23,66,2.9,"y","n","n","occ6",1
"800",6,"02/12/2022","ID900.226001698292","creek_chub",23,60,2.1,"n","n","n","occ6",1
"801",6,"02/12/2022","ID900.226001697429","creek_chub",24,67,3.5,"y","n","n","occ6",0.664443397745688
"802",6,"02/12/2022","ID900.226001697469","creek_chub",24,66,2.9,"y","n","n","occ6",1
"803",6,"02/12/2022","ID900.226001698298","creek_chub",24,60,2,"n","n","n","occ6",1
"804",6,"02/12/2022","ID900.226001698244","creek_chub",24,60,2.1,"n","n","n","occ6",1
"805",6,"02/12/2022","ID900.226001697450","creek_chub",25,107,14.1,"y","n","n","occ6",0.807170326811554
"806",6,"02/12/2022","ID900.226001698268","creek_chub",29,60,2.2,"n","n","n","occ6",1
"807",6,"02/12/2022","ID900.226001697499","creek_chub",30,111,14.6,"y","n","n","occ6",1
"808",6,"02/12/2022","ID900.226001697932","creek_chub",30,70,3.2,"n","n","n","occ6",1
"809",6,"02/13/2022","ID900.226001697990","creek_chub",32,65,2.9,"n","n","n","occ6",1
"810",6,"02/13/2022","ID900.226001697435","creek_chub",35,142,29.9,"y","n","n","occ6",1
"811",6,"02/13/2022","ID900.226001697590","creek_chub",35,130,24.1,"y","n","n","occ6",1
"812",6,"02/13/2022","ID900.226001697522","creek_chub",35,110,13.5,"y","n","n","occ6",1
"813",6,"02/13/2022","ID900.226001697998","creek_chub",35,64,2.9,"n","n","n","occ6",1
"814",6,"02/13/2022","ID900.226001697929","creek_chub",36,107,13.4,"n","n","n","occ6",1
"815",6,"02/13/2022","ID900.226001697982","creek_chub",37,60,2.5,"n","n","n","occ6",0.675774542007882
"816",6,"02/13/2022","ID900.226001697985","creek_chub",38,84,6.2,"n","n","n","occ6",1
"817",6,"02/13/2022","ID900.226001697952","creek_chub",39,62,2.2,"n","n","n","occ6",0.988729107560477
"818",6,"02/13/2022","ID900.226001697910","creek_chub",42,68,3.2,"n","n","n","occ6",1
"819",6,"02/13/2022","ID900.226001697964","creek_chub",42,71,3.2,"n","n","n","occ6",0.712310751650878
"820",6,"02/13/2022","ID900.226001697904","creek_chub",42,62,2.5,"n","n","n","occ6",1
"821",6,"02/13/2022","ID900.226001697983","creek_chub",42,64,3.1,"n","n","n","occ6",0.589800355862894
"822",6,"02/13/2022","ID900.226001697955","creek_chub",42,62,2.5,"n","n","n","occ6",1
"823",6,"02/13/2022","ID900.226001697981","creek_chub",43,93,8.9,"n","n","n","occ6",1
"824",6,"02/13/2022","ID900.226001697997","creek_chub",43,66,2.5,"n","n","n","occ6",0.593146054698148
"825",6,"02/13/2022","ID900.226001697921","creek_chub",43,63,2.4,"n","n","n","occ6",1
"826",7,"5/3/2022","ID900.226001698593","creek_chub",1,104,17.3,"y","n","n","occ7",0.324823880779585
"827",7,"5/3/2022","ID900.226001697942","creek_chub",1,67,3.5,"n","n","n","occ7",1
"828",7,"5/3/2022","ID900.226001698972","creek_chub",2,125,22.6,"y","n","n","occ7",1
"829",7,"5/3/2022","ID900.226001698925","creek_chub",2,80,5.7,"y","n","n","occ7",1
"830",7,"5/3/2022","ID900.226001697927","creek_chub",2,96,11.9,"n","n","n","occ7",0.612249290070175
"831",7,"5/3/2022","ID900.226001697940","creek_chub",2,95,10.5,"n","n","n","occ7",1
"832",7,"5/3/2022","ID900.226001697922","creek_chub",2,117,16.8,"n","n","n","occ7",0.865640468285088
"833",7,"5/3/2022","ID900.226001697971","creek_chub",2,70,4.4,"n","n","n","occ7",0.825158018054219
"834",7,"5/3/2022","ID900.226001697979","creek_chub",2,72,4.9,"n","n","n","occ7",0.686487311149733
"835",7,"5/3/2022","ID900.226001697908","creek_chub",2,77,5.4,"n","n","n","occ7",1
"836",7,"5/3/2022","ID900.226001697916","creek_chub",2,94,9.6,"n","n","n","occ7",1
"837",7,"5/3/2022","ID900.226001697928","creek_chub",2,64,2.9,"n","n","n","occ7",1
"838",7,"5/3/2022","ID900.226001697970","creek_chub",2,69,3.3,"n","n","n","occ7",0.682367323764067
"839",7,"5/3/2022","ID900.226001697977","creek_chub",2,72,4.4,"n","n","n","occ7",1
"840",7,"5/3/2022","ID900.226001697984","creek_chub",2,84,6.7,"n","n","n","occ7",1
"841",7,"5/3/2022","ID900.226001697901","creek_chub",3,64,3,"n","n","n","occ7",1
"842",7,"5/3/2022","ID900.226001697967","creek_chub",3,61,2.7,"n","n","n","occ7",1
"843",7,"5/3/2022","ID900.226001697973","creek_chub",4,105,11.1,"n","n","n","occ7",0.474737498647463
"844",7,"5/3/2022","ID900.226001697968","creek_chub",4,99,13.2,"n","n","n","occ7",0.571954390400562
"845",7,"5/3/2022","ID900.226001697978","creek_chub",4,108,14.5,"n","n","n","occ7",1
"846",7,"5/3/2022","ID900.226001698247","creek_chub",6,105,13.2,"y","n","n","occ7",1
"847",7,"5/3/2022","ID900.226001697987","creek_chub",6,85,9.1,"n","n","n","occ7",0.365878969028743
"848",7,"5/3/2022","ID900.226001697972","creek_chub",6,140,33.6,"n","n","n","occ7",1
"849",7,"5/3/2022","ID900.226001697930","creek_chub",6,84,8.8,"n","n","n","occ7",0.36250970582238
"850",7,"5/3/2022","ID900.226001697448","creek_chub",8,75,5.4,"y","n","n","occ7",0.85727428042498
"851",7,"5/3/2022","ID900.226001697880","creek_chub",8,110,14.9,"n","n","n","occ7",1
"852",7,"5/3/2022","ID900.226001697837","creek_chub",8,71,4.2,"n","n","n","occ7",1
"853",7,"5/3/2022","ID900.226001698948","creek_chub",9,120,18.5,"y","n","n","occ7",1
"854",7,"5/3/2022","ID900.226001698242","creek_chub",9,68,3.1,"y","n","n","occ7",0.600127402889382
"855",7,"5/3/2022","ID900.226001697899","creek_chub",10,73,4.4,"n","n","n","occ7",1
"856",7,"5/3/2022","ID900.226001697866","creek_chub",12,73,4.5,"n","n","n","occ7",1
"857",7,"5/3/2022","ID900.226001697855","creek_chub",12,111,17.1,"n","n","n","occ7",1
"858",7,"5/3/2022","ID900.226001697884","creek_chub",12,105,12.3,"n","n","n","occ7",1
"859",7,"5/3/2022","ID900.226001697864","creek_chub",12,121,18.3,"n","n","n","occ7",0.749750712856097
"860",7,"5/3/2022","ID900.226001697886","creek_chub",12,125,22.8,"n","n","n","occ7",1
"861",7,"5/3/2022","ID900.226001697800","creek_chub",12,126,23,"n","n","n","occ7",1
"862",7,"5/3/2022","ID900.226001697841","creek_chub",12,83,6.8,"n","n","n","occ7",1
"863",7,"5/3/2022","ID900.226001697842","creek_chub",13,71,4.4,"n","n","n","occ7",1
"864",7,"5/3/2022","ID900.226001697872","creek_chub",14,95,10.7,"n","n","n","occ7",1
"865",7,"5/3/2022","ID900.226001697822","creek_chub",15,60,2.6,"n","n","n","occ7",1
"866",7,"5/3/2022","ID900.226001697871","creek_chub",15,66,3.2,"n","n","n","occ7",1
"867",7,"5/3/2022","ID900.226001697854","creek_chub",15,80,5.6,"n","n","n","occ7",1
"868",7,"5/3/2022","ID900.226001697440","creek_chub",20,76,5.6,"y","n","n","occ7",0.888549089218458
"869",7,"5/3/2022","ID900.226001698256","creek_chub",20,75,5.1,"y","n","n","occ7",1
"870",7,"5/3/2022","ID900.226001697921","creek_chub",20,76,4.9,"y","n","n","occ7",1
"871",7,"5/3/2022","ID900.226001697890","creek_chub",20,107,13.8,"n","n","n","occ7",1
"872",7,"5/3/2022","ID900.226001697881","creek_chub",20,68,3.1,"n","n","n","occ7",0.600127402889382
"873",7,"5/3/2022","ID900.226001697868","creek_chub",20,79,5,"n","n","n","occ7",0.712528445265324
"874",7,"5/3/2022","ID900.226001697875","creek_chub",20,80,5.9,"n","n","n","occ7",1
"875",7,"5/3/2022","ID900.226001697814","creek_chub",20,60,2.6,"n","n","n","occ7",1
"876",7,"5/3/2022","ID900.226001697815","creek_chub",20,92,8.5,"n","n","n","occ7",1
"877",7,"5/3/2022","ID900.226001697863","creek_chub",20,92,8.6,"n","n","n","occ7",1
"878",7,"5/3/2022","ID900.226001697878","creek_chub",20,111,16.4,"n","n","n","occ7",1
"879",7,"5/3/2022","ID900.226001697840","creek_chub",20,75,4.7,"n","n","n","occ7",1
"880",7,"5/3/2022","ID900.226001697836","creek_chub",20,90,7.4,"n","n","n","occ7",0.697602747481495
"881",7,"5/3/2022","ID900.226001697834","creek_chub",20,103,11.6,"n","n","n","occ7",1
"882",7,"5/3/2022","ID900.226001697897","creek_chub",22,70,4.3,"n","n","n","occ7",1
"883",7,"5/3/2022","ID900.226001698244","creek_chub",24,72,3.8,"y","n","n","occ7",0.750893540830026
"884",7,"5/3/2022","ID900.226001697807","creek_chub",24,67,3.7,"n","n","n","occ7",1
"885",7,"5/3/2022","ID900.226001697885","creek_chub",24,110,14.9,"n","n","n","occ7",1
"886",7,"5/3/2022","ID900.226001697805","creek_chub",24,67,3.4,"n","n","n","occ7",1
"887",7,"5/3/2022","ID900.226001697843","creek_chub",24,65,3,"n","n","n","occ7",1
"888",7,"5/3/2022","ID900.226001697865","creek_chub",24,66,3.5,"n","n","n","occ7",1
"889",7,"5/3/2022","ID900.226001697858","creek_chub",24,71,4.1,"n","n","n","occ7",1
"890",7,"5/3/2022","ID900.226001697852","creek_chub",24,67,3.1,"n","n","n","occ7",0.851619966977125
"891",7,"5/3/2022","ID900.226001697823","creek_chub",24,63,2.9,"n","n","n","occ7",1
"892",7,"5/3/2022","ID900.226001697882","creek_chub",24,80,5.9,"n","n","n","occ7",1
"893",7,"5/4/2022","ID900.226001697865","creek_chub",25,68,3.5,"y","n","n","occ7",1
"894",7,"5/4/2022","ID900.226001697882","creek_chub",25,80,5.8,"y","n","n","occ7",1
"895",7,"5/4/2022","ID900.226001698677","creek_chub",25,80,6.2,"n","n","n","occ7",1
"896",7,"5/4/2022","ID900.226001698663","creek_chub",25,60,2.4,"n","n","n","occ7",1
"897",7,"5/4/2022","ID900.226001697522","creek_chub",26,111,16.9,"y","n","n","occ7",1
"898",7,"5/4/2022","ID900.226001698674","creek_chub",26,65,3.5,"n","n","n","occ7",0.859521235729243
"899",7,"5/4/2022","ID900.226001698658","creek_chub",26,70,4.1,"n","n","n","occ7",1
"900",7,"5/4/2022","ID900.226001698633","creek_chub",29,70,4,"n","n","n","occ7",1
"901",7,"5/4/2022","ID900.226001697932","creek_chub",30,74,4.7,"y","n","n","occ7",1
"902",7,"5/4/2022","ID900.226001698620","creek_chub",30,96,9.7,"n","n","n","occ7",1
"903",7,"5/4/2022","ID900.226001698676","creek_chub",30,65,2.9,"n","n","n","occ7",1
"904",7,"5/4/2022","ID900.226001698649","creek_chub",30,70,3.9,"n","n","n","occ7",1
"905",7,"5/4/2022","ID900.226001698612","creek_chub",30,65,2.9,"n","n","n","occ7",1
"906",7,"5/4/2022","ID900.226001698684","creek_chub",31,65,3.2,"n","n","n","occ7",1
"907",7,"5/4/2022","ID900.226001697929","creek_chub",32,109,13.7,"y","n","n","occ7",0.961515341337824
"908",7,"5/4/2022","ID900.226001698630","creek_chub",32,85,7.1,"n","n","n","occ7",1
"909",7,"5/4/2022","ID900.226001698697","creek_chub",32,65,3.3,"n","n","n","occ7",1
"910",7,"5/4/2022","ID900.226001698679","creek_chub",32,63,2.9,"n","n","n","occ7",1
"911",7,"5/4/2022","ID900.226001698631","creek_chub",32,70,3.9,"n","n","n","occ7",1
"912",7,"5/4/2022","ID900.226001698696","creek_chub",35,77,5.3,"n","n","n","occ7",1
"913",7,"5/4/2022","ID900.226001698686","creek_chub",35,70,3.4,"n","n","n","occ7",0.618820156341378
"914",7,"5/4/2022","ID900.226001698638","creek_chub",35,69,3.9,"n","n","n","occ7",1
"915",7,"5/4/2022","ID900.226001698615","creek_chub",35,124,19.8,"n","n","n","occ7",0.779318100125666
"916",7,"5/4/2022","ID900.226001698687","creek_chub",36,71,5,"n","n","n","occ7",0.466673762168212
"917",7,"5/4/2022","ID900.226001698691","creek_chub",37,65,3.5,"n","n","n","occ7",0.859521235729243
"918",7,"5/4/2022","ID900.226001697532","creek_chub",42,65,3.3,"y","n","n","occ7",1
"919",7,"5/4/2022","ID900.226001697983","creek_chub",42,76,6.1,"y","n","n","occ7",0.484628388326932
"920",7,"5/4/2022","ID900.226001698607","creek_chub",42,104,12.4,"n","n","n","occ7",1
"921",8,"08/06/2022","ID900.226001697904","creek_chub",1,106,13.4,"y","n","n","occ8",1
"922",8,"08/06/2022","ID900.226001220187","creek_chub",1,100,10.5,"n","n","n","occ8",1
"923",8,"08/06/2022","ID900.226001220104","creek_chub",1,87,6.7,"n","n","n","occ8",1
"924",8,"08/06/2022","ID900.226001220128","creek_chub",1,86,7.1,"n","n","n","occ8",1
"925",8,"08/06/2022","ID900.226001220154","creek_chub",1,90,7.7,"n","n","n","occ8",1
"926",8,"08/06/2022","ID900.226001220147","creek_chub",1,83,6.2,"n","n","n","occ8",1
"927",8,"08/06/2022","ID900.226001220124","creek_chub",2,100,10.7,"n","n","n","occ8",1
"928",8,"08/06/2022","ID900.226001220123","creek_chub",2,91,8.4,"n","n","n","occ8",1
"929",8,"08/06/2022","ID900.226001220174","creek_chub",2,95,9.4,"n","n","n","occ8",1
"930",8,"08/06/2022","ID900.226001698445","creek_chub",4,160,52.6,"y","n","n","occ8",0.624175380023022
"931",8,"08/06/2022","ID900.226001220116","creek_chub",4,100,10.9,"n","n","n","occ8",1
"932",8,"08/06/2022","ID900.226001220186","creek_chub",6,95,8.7,"n","n","n","occ8",1
"933",8,"08/06/2022","ID900.226001220160","creek_chub",6,125,20.1,"n","n","n","occ8",1
"934",8,"08/06/2022","ID900.226001220143","creek_chub",6,95,8.5,"n","n","n","occ8",0.93116750585058
"935",8,"08/06/2022","ID900.226001220176","creek_chub",7,81,5.7,"n","n","n","occ8",1
"936",8,"08/06/2022","ID900.226001220135","creek_chub",8,77,4.9,"n","n","n","occ8",1
"937",8,"08/06/2022","ID900.226001220158","creek_chub",8,90,7.7,"n","n","n","occ8",1
"938",8,"08/06/2022","ID900.226001220182","creek_chub",8,103,12.2,"n","n","n","occ8",1
"939",8,"08/06/2022","ID900.226001220151","creek_chub",9,93,9.1,"n","n","n","occ8",1
"940",8,"08/06/2022","ID900.226001220120","creek_chub",9,80,5.2,"n","n","n","occ8",1
"941",8,"08/06/2022","ID900.226001220177","creek_chub",9,93,8.9,"n","n","n","occ8",1
"942",8,"08/06/2022","ID900.226001220133","creek_chub",9,89,7.5,"n","n","n","occ8",1
"943",8,"08/06/2022","ID900.226001220102","creek_chub",9,92,8.1,"n","n","n","occ8",1
"944",8,"08/06/2022","ID900.226001220178","creek_chub",9,85,6.3,"n","n","n","occ8",1
"945",8,"08/06/2022","ID900.226001220157","creek_chub",10,105,12.5,"n","n","n","occ8",1
"946",8,"08/06/2022","ID900.226001220197","creek_chub",11,125,18.7,"n","n","n","occ8",0.64872178669318
"947",8,"08/06/2022","ID900.226001220199","creek_chub",11,83,6,"n","n","n","occ8",1
"948",8,"08/06/2022","ID900.226001220161","creek_chub",12,100,12,"n","n","n","occ8",0.995430769577123
"949",8,"08/06/2022","ID900.226001220125","creek_chub",12,104,12.7,"n","n","n","occ8",1
"950",8,"08/06/2022","ID900.226001220164","creek_chub",12,148,36,"n","n","n","occ8",1
"951",8,"08/06/2022","ID900.226001220162","creek_chub",12,120,19.4,"n","n","n","occ8",1
"952",8,"08/06/2022","ID900.226001220181","creek_chub",13,114,16.7,"n","n","n","occ8",1
"953",8,"08/06/2022","ID900.226001697048","creek_chub",15,87,6.8,"n","n","n","occ8",1
"954",8,"08/06/2022","ID900.226001697024","creek_chub",15,99,12.3,"n","n","n","occ8",0.621411929524592
"955",8,"08/06/2022","ID900.226001697006","creek_chub",15,84,6.5,"n","n","n","occ8",1
"956",8,"08/06/2022","ID900.226001697065","creek_chub",16,75,5,"n","n","n","occ8",1
"957",8,"08/06/2022","ID900.226001697025","creek_chub",16,90,7.4,"n","n","n","occ8",1
"958",8,"08/06/2022","ID900.226001697005","creek_chub",17,75,5.3,"n","n","n","occ8",0.62623176985946
"959",8,"08/06/2022","ID900.226001697012","creek_chub",18,65,3,"n","n","n","occ8",1
"960",8,"08/06/2022","ID900.226001697981","creek_chub",20,98,10.5,"y","n","n","occ8",1
"961",8,"08/06/2022","ID900.226001697402","creek_chub",20,112,15.4,"y","n","n","occ8",1
"962",8,"08/06/2022","ID900.226001697840","creek_chub",20,86,6.7,"y","n","n","occ8",1
"963",8,"08/06/2022","ID900.226001697864","creek_chub",20,125,22,"y","n","n","occ8",1
"964",8,"08/06/2022","ID900.226001697054","creek_chub",20,85,7.5,"n","n","n","occ8",0.801520536587549
"965",8,"08/06/2022","ID900.226001697099","creek_chub",20,82,5.4,"n","n","n","occ8",0.860639615081822
"966",8,"08/06/2022","ID900.226001697018","creek_chub",20,96,9.6,"n","n","n","occ8",1
"967",8,"08/06/2022","ID900.226001697038","creek_chub",20,86,6.6,"n","n","n","occ8",1
"968",8,"08/06/2022","ID900.226001697041","creek_chub",20,100,11.6,"n","n","n","occ8",1
"969",8,"08/06/2022","ID900.226001697094","creek_chub",22,113,15.1,"n","n","n","occ8",1
"970",8,"08/06/2022","ID900.226001697003","creek_chub",22,96,9.6,"n","n","n","occ8",1
"971",8,"08/06/2022","ID900.226001697069","creek_chub",23,125,18.8,"n","n","n","occ8",0.674310305250958
"972",8,"08/06/2022","ID900.226001697063","creek_chub",23,80,5.7,"n","n","n","occ8",1
"973",8,"08/06/2022","ID900.226001697062","creek_chub",24,85,7.2,"n","n","n","occ8",1
"974",8,"08/06/2022","ID900.226001697070","creek_chub",24,116,18.5,"n","n","n","occ8",1
"975",8,"08/06/2022","ID900.226001697043","creek_chub",24,80,5.7,"n","n","n","occ8",1
"976",8,"08/06/2022","ID900.226001697050","creek_chub",24,105,11.6,"n","n","n","occ8",1
"977",8,"08/06/2022","ID900.226001697037","creek_chub",24,123,22.9,"n","n","n","occ8",0.822028187907904
"978",8,"08/07/2022","ID900.226001697091","creek_chub",25,110,13.5,"n","n","n","occ8",1
"979",8,"08/07/2022","ID900.226001697088","creek_chub",25,102,11.1,"n","n","n","occ8",1
"980",8,"08/07/2022","ID900.226001697077","creek_chub",26,90,8.5,"n","n","n","occ8",1
"981",8,"08/07/2022","ID900.226001697068","creek_chub",26,86,7.4,"n","n","n","occ8",1
"982",8,"08/07/2022","ID900.226001697017","creek_chub",28,80,5.5,"n","n","n","occ8",1
"983",8,"08/07/2022","ID900.226001697082","creek_chub",30,85,7,"n","n","n","occ8",1
"984",8,"08/07/2022","ID900.226001697098","creek_chub",30,85,7.3,"n","n","n","occ8",1
"985",8,"08/07/2022","ID900.226001697049","creek_chub",30,74,4.2,"n","n","n","occ8",1
"986",8,"08/07/2022","ID900.226001697570","creek_chub",32,98,10.4,"y","n","n","occ8",1
"987",8,"08/07/2022","ID900.226001698695","creek_chub",32,87,7.6,"n","n","n","occ8",1
"988",8,"08/07/2022","ID900.226001698648","creek_chub",32,89,7.6,"n","n","n","occ8",1
"989",8,"08/07/2022","ID900.226001698670","creek_chub",32,110,14.7,"n","n","n","occ8",1
"990",8,"08/07/2022","ID900.226001698617","creek_chub",32,77,4.5,"n","n","n","occ8",0.932872824440743
"991",8,"08/07/2022","ID900.226001698626","creek_chub",32,86,7.2,"n","n","n","occ8",1
"992",8,"08/07/2022","ID900.226001698610","creek_chub",32,84,5.9,"n","n","n","occ8",1
"993",8,"08/07/2022","ID900.226001698627","creek_chub",32,90,8.4,"n","n","n","occ8",1
"994",8,"08/07/2022","ID900.226001698643","creek_chub",35,91,8.2,"n","n","n","occ8",1
"995",8,"08/07/2022","ID900.226001698698","creek_chub",35,95,9.7,"n","n","n","occ8",1
"996",8,"08/07/2022","ID900.226001698647","creek_chub",35,89,7.7,"n","n","n","occ8",1
"997",8,"08/07/2022","ID900.226001698622","creek_chub",37,96,9.6,"n","n","n","occ8",1
"998",8,"08/07/2022","ID900.226001698083","creek_chub",39,80,5.2,"n","n","n","occ8",1
"999",8,"08/07/2022","ID900.226001698019","creek_chub",39,83,6.3,"n","n","n","occ8",1
"1000",8,"08/07/2022","ID900.226001698078","creek_chub",39,72,4.4,"n","n","n","occ8",1
"1001",8,"08/07/2022","ID900.226001698035","creek_chub",39,121,17,"n","n","n","occ8",0.663745001290074
"1002",8,"08/07/2022","ID900.226001698003","creek_chub",39,85,7.2,"n","n","n","occ8",1
"1003",8,"08/07/2022","ID900.226001697983","creek_chub",42,101,11.9,"y","n","n","occ8",1
"1004",8,"08/07/2022","ID900.226001697578","creek_chub",42,95,10.1,"y","n","n","occ8",1
"1005",8,"08/07/2022","ID900.226001698022","creek_chub",42,76,5,"n","n","n","occ8",1
"1006",8,"08/07/2022","ID900.226001698090","creek_chub",42,95,9.6,"n","n","n","occ8",1
"1007",8,"08/07/2022","ID900.226001698012","creek_chub",43,88,7.2,"n","n","n","occ8",1
"1008",8,"08/07/2022","ID900.226001698000","creek_chub",43,80,6.1,"n","n","n","occ8",1
"1009",8,"08/07/2022","ID900.226001698038","creek_chub",43,75,4.1,"n","n","n","occ8",0.820446694850467
"1010",8,"08/07/2022","ID900.226001698092","creek_chub",43,74,4,"n","n","n","occ8",0.958007088291868
"1011",8,"08/07/2022","ID900.226001698054","creek_chub",43,85,6.5,"n","n","n","occ8",1
"1012",8,"08/07/2022","ID900.226001698004","creek_chub",43,85,7.3,"n","n","n","occ8",1
"1013",9,"12/07/2022","ID900.226001698845","creek_chub",2,95,8.6,"n","n","n","occ9",1
"1014",9,"12/07/2022","ID900.226001698834","creek_chub",2,90,7,"n","n","n","occ9",0.925422076675682
"1015",9,"12/07/2022","ID900.226001698890","creek_chub",4,92,8.6,"n","n","n","occ9",1
"1016",9,"12/07/2022","ID900.226001698837","creek_chub",6,70,4.1,"n","n","n","occ9",0.714419182262129
"1017",9,"12/07/2022","ID900.226001698815","creek_chub",6,104,13.3,"n","n","n","occ9",0.864287140629063
"1018",9,"12/07/2022","ID900.226001698817","creek_chub",8,92,8.1,"n","n","n","occ9",1
"1019",9,"12/07/2022","ID900.226001698801","creek_chub",9,91,7.7,"n","n","n","occ9",1
"1020",9,"12/07/2022","ID900.226001698866","creek_chub",9,102,10.2,"n","n","n","occ9",0.901994360612381
"1021",9,"12/07/2022","ID900.226001220186","creek_chub",10,100,11.2,"y","n","n","occ9",1
"1022",9,"12/07/2022","ID900.226001698885","creek_chub",10,70,3.3,"n","n","n","occ9",1
"1023",9,"12/07/2022","ID900.226001698823","creek_chub",10,93,8.8,"n","n","n","occ9",1
"1024",9,"12/07/2022","ID900.226001698897","creek_chub",10,60,2.5,"n","n","n","occ9",0.914077798269585
"1025",9,"12/07/2022","ID900.226001698872","creek_chub",10,67,3.2,"n","n","n","occ9",1
"1026",9,"12/07/2022","ID900.226001698863","creek_chub",10,100,10.3,"n","n","n","occ9",1
"1027",9,"12/07/2022","ID900.226001698858","creek_chub",11,115,16.6,"n","n","n","occ9",1
"1028",9,"12/07/2022","ID900.226001698810","creek_chub",12,100,11.3,"n","n","n","occ9",1
"1029",9,"12/07/2022","ID900.226001698809","creek_chub",12,105,13.3,"n","n","n","occ9",1
"1030",9,"12/07/2022","ID900.226001698864","creek_chub",17,65,2.8,"n","n","n","occ9",1
"1031",9,"12/07/2022","ID900.226001698871","creek_chub",20,110,13.3,"n","n","n","occ9",1
"1032",9,"12/07/2022","ID900.226001698825","creek_chub",20,63,7,"n","n","n","occ9",0.0928824192911446
"1033",9,"12/07/2022","ID900.226001698891","creek_chub",20,100,10.8,"n","n","n","occ9",1
"1034",9,"12/07/2022","ID900.226001698878","creek_chub",20,96,10.1,"n","n","n","occ9",1
